Ontario Top Baby Names (Male),,
Year,Name,Frequency
1917,AARON,7
1917,ABE,5
1917,ABIE,5
1917,ABRAHAM,25
1917,ABRAM,7
1917,ADAM,19
1917,ADELARD,6
1917,ADRIAN,7
1917,ALAN,34
1917,ALBERT,502
1917,ALBIN,5
1917,ALCIDE,5
1917,ALEX,33
1917,ALEXANDER,187
1917,ALFRED,276
1917,ALFREDO,5
1917,ALLAN,132
1917,ALLEN,51
1917,ALMER,7
1917,ALPHONSE,13
1917,ALTON,8
1917,ALVIN,68
1917,AMBROSE,16
1917,AMOS,10
1917,ANDRE,6
1917,ANDREW,112
1917,ANGELO,18
1917,ANGUS,37
1917,ANTHONY,35
1917,ANTOINE,6
1917,ANTONIO,21
1917,ANTONY,5
1917,ARCHIBALD,38
1917,ARCHIE,39
1917,ARMAND,18
1917,ARNOLD,76
1917,ARTHUR,476
1917,ARVO,7
1917,AUBREY,20
1917,AUDREY,5
1917,AUGUSTINE,5
1917,AURELE,5
1917,AUSTIN,30
1917,BASIL,35
1917,BAZIL,5
1917,BEN,5
1917,BENEDICT,5
1917,BENJAMIN,51
1917,BENNY,5
1917,BERNARD,91
1917,BERT,21
1917,BERTIE,8
1917,BERTRAM,21
1917,BEVERLEY,6
1917,BEVERLY,8
1917,BILLIE,9
1917,BOBBIE,5
1917,BORDEN,6
1917,BRUCE,103
1917,BRUNO,6
1917,BURTON,15
1917,CALVIN,14
1917,CAMERON,19
1917,CARL,92
1917,CARLTON,7
1917,CARMAN,17
1917,CARMEN,6
1917,CECIL,159
1917,CHARLES,790
1917,CHARLEY,6
1917,CHARLIE,15
1917,CHESTER,29
1917,CHRISTOPHER,18
1917,CLARANCE,15
1917,CLARE,11
1917,CLARENCE,216
1917,CLAUD,5
1917,CLAUDE,29
1917,CLAYTON,43
1917,CLEMENT,14
1917,CLIFFORD,171
1917,CLIFTON,9
1917,CLINTON,16
1917,CLYDE,13
1917,COLIN,14
1917,CONRAD,7
1917,CORNELIUS,8
1917,CURTIS,5
1917,CYRIL,53
1917,DALTON,10
1917,DANIEL,91
1917,DAVID,317
1917,DEAN,5
1917,DELBERT,24
1917,DENIS,13
1917,DENNIS,14
1917,DESMOND,6
1917,DOMENICO,6
1917,DOMINIC,9
1917,DOMINICK,8
1917,DON,5
1917,DONALD,497
1917,DOUGLAS,279
1917,DUDLEY,6
1917,DUNCAN,38
1917,DWIGHT,5
1917,EARL,211
1917,EARLE,15
1917,EARNEST,23
1917,EDDIE,7
1917,EDGAR,68
1917,EDMOND,25
1917,EDMUND,29
1917,EDWARD,428
1917,EDWIN,107
1917,ELDON,23
1917,ELGIN,21
1917,ELIAS,6
1917,ELLIOTT,8
1917,ELMER,103
1917,ELTON,6
1917,ELWOOD,13
1917,EMANUEL,7
1917,EMERSON,22
1917,EMIL,10
1917,EMILE,16
1917,ERIC,59
1917,ERLE,5
1917,ERNEST,284
1917,ERVIN,6
1917,ERWIN,5
1917,EUGENE,43
1917,EVERETT,26
1917,EWART,6
1917,FELIX,11
1917,FERDINAND,6
1917,FERGUS,6
1917,FERNAND,8
1917,FLOYD,33
1917,FRANCES,22
1917,FRANCESCO,13
1917,FRANCIS,352
1917,FRANCOIS,7
1917,FRANK,306
1917,FRANKLIN,37
1917,FRED,55
1917,FREDERIC,21
1917,FREDERICK,450
1917,FREDRICK,42
1917,GABRIEL,6
1917,GARFIELD,11
1917,GARNET,42
1917,GARNETT,5
1917,GEORGE,1206
1917,GERALD,148
1917,GERARD,25
1917,GILBERT,45
1917,GINO,5
1917,GIOVANNI,10
1917,GLEN,38
1917,GLENN,15
1917,GORDEN,16
1917,GORDON,508
1917,GRAHAM,14
1917,GRANT,25
1917,GREGORY,10
1917,GRENVILLE,6
1917,GUISEPPE,8
1917,GUSTAVE,6
1917,GUY,14
1917,HAMILTON,7
1917,HARLEY,12
1917,HAROLD,579
1917,HARRY,357
1917,HARVEY,94
1917,HARVIE,5
1917,HECTOR,32
1917,HENRI,13
1917,HENRY,278
1917,HERBERT,263
1917,HERMAN,21
1917,HILLIARD,5
1917,HILTON,9
1917,HIRAM,5
1917,HOMER,10
1917,HORACE,22
1917,HOWARD,220
1917,HUBERT,58
1917,HUGH,118
1917,HYMAN,11
1917,IAN,21
1917,IRA,18
1917,IRVIN,14
1917,IRVINE,8
1917,IRVING,10
1917,IRWIN,15
1917,ISAAC,21
1917,ISIDORE,5
1917,ISRAEL,16
1917,IVAN,59
1917,IVOR,5
1917,J,1774
1917,JACK,270
1917,JACOB,30
1917,JAMES,1213
1917,JEAN,50
1917,JEREMIAH,7
1917,JEROME,19
1917,JESSE,7
1917,JOE,24
1917,JOHN,2453
1917,JOSEPH,426
1917,JULIAN,5
1917,JULIUS,11
1917,KARL,16
1917,KEITH,33
1917,KENNETH,357
1917,LAURENCE,23
1917,LAURENT,11
1917,LAVERNE,5
1917,LAWRANCE,7
1917,LAWRENCE,135
1917,LEE,6
1917,LENARD,15
1917,LEO,131
1917,LEON,27
1917,LEONARD,183
1917,LEOPOLD,7
1917,LEROY,9
1917,LESLIE,108
1917,LESTER,19
1917,LEVI,6
1917,LEWIS,35
1917,LIONEL,27
1917,LLOYD,403
1917,LORENZO,14
1917,LORNE,91
1917,LOUIE,5
1917,LOUIS,136
1917,LOYD,41
1917,LOYDE,8
1917,LUCIEN,22
1917,LUIGI,8
1917,LYALL,6
1917,LYLE,21
1917,M,26
1917,MALCOLM,37
1917,MALCOM,6
1917,MARCEL,5
1917,MARIO,6
1917,MARK,15
1917,MARSHALL,16
1917,MARTIN,43
1917,MARVIN,13
1917,MASON,5
1917,MATHEW,7
1917,MATTHEW,12
1917,MAURICE,81
1917,MAX,32
1917,MAXWELL,14
1917,MELVILLE,38
1917,MELVIN,54
1917,MERVIN,21
1917,MERVYN,11
1917,MICHAEL,140
1917,MICHEAL,8
1917,MICHELE,5
1917,MIKE,28
1917,MILFORD,7
1917,MILTON,55
1917,MORLEY,32
1917,MORRIS,56
1917,MOSES,16
1917,MURRAY,80
1917,MYER,7
1917,NAPOLEON,12
1917,NARCISSE,5
1917,NATHAN,15
1917,NEIL,30
1917,NELSON,54
1917,NEWTON,6
1917,NICHOLAS,26
1917,NICK,15
1917,NOEL,5
1917,NORBERT,8
1917,NORMAN,379
1917,NORMAND,5
1917,NORRIS,5
1917,NORVAL,6
1917,OLAVI,6
1917,OLIVER,43
1917,OMER,13
1917,ORAL,5
1917,ORLAND,8
1917,ORVAL,33
1917,ORVIL,8
1917,ORVILLE,30
1917,OSBORNE,7
1917,OSCAR,44
1917,OSWALD,12
1917,OTTO,8
1917,OVILA,8
1917,OWEN,11
1917,PASQUALE,8
1917,PATRICK,85
1917,PAUL,94
1917,PERCIVAL,15
1917,PERCY,98
1917,PERRY,6
1917,PETE,7
1917,PETER,162
1917,PHILIP,48
1917,PHILIPPE,6
1917,PHILLIP,20
1917,PIERRE,15
1917,RALPH,145
1917,RANDOLPH,8
1917,RAOUL,5
1917,RAPHAEL,5
1917,RAY,33
1917,RAYMOND,167
1917,REAL,5
1917,REGINALD,112
1917,RENE,21
1917,REUBEN,6
1917,RICHARD,182
1917,ROBERT,1005
1917,RODERICK,13
1917,RODNEY,6
1917,ROGER,20
1917,ROLAND,30
1917,ROLLAND,7
1917,ROMEO,17
1917,RONALD,99
1917,ROSCOE,5
1917,ROSS,92
1917,ROWLAND,6
1917,ROY,278
1917,ROYAL,12
1917,RUBEN,11
1917,RUDOLPH,6
1917,RUPERT,5
1917,RUSSEL,41
1917,RUSSELL,152
1917,SALVATORE,7
1917,SAM,25
1917,SAMUEL,155
1917,SHELDON,5
1917,SHERMAN,5
1917,SIDNEY,84
1917,SILAS,6
1917,SIMEON,5
1917,SIMON,9
1917,SOLOMON,16
1917,STAFFORD,6
1917,STANISLAUS,5
1917,STANLEY,218
1917,STEFAN,5
1917,STEPHEN,68
1917,STERLING,6
1917,STEVE,13
1917,STEVEN,7
1917,STEWART,47
1917,STUART,50
1917,SYDNEY,35
1917,SYLVESTER,7
1917,TAUNO,5
1917,THEODORE,32
1917,THEOPHILE,6
1917,THOMAS,629
1917,TIMOTHY,5
1917,TOIVO,6
1917,TOM,5
1917,TONY,17
1917,VERDUN,11
1917,VERNE,6
1917,VERNON,69
1917,VICTOR,144
1917,VINCENT,75
1917,VITTORIO,5
1917,VIVIAN,6
1917,WAINO,7
1917,WALLACE,47
1917,WALTER,396
1917,WARREN,24
1917,WELLINGTON,12
1917,WENDELL,5
1917,WESLEY,51
1917,WILBER,6
1917,WILBERT,65
1917,WILBUR,13
1917,WILFORD,12
1917,WILFRED,203
1917,WILFRID,40
1917,WILLARD,24
1917,WILLIAM,2236
1917,WILLIARD,5
1917,WILLIE,18
1917,WILLIS,17
1917,WILMER,8
1917,WILMOT,7
1917,WILSON,16
1917,WINSTON,8
1917,WOODROW,13
1917,WRAY,5
1918,AARON,7
1918,ABRAHAM,32
1918,ADAM,16
1918,ADELARD,8
1918,ADOLF,5
1918,ADOLPHUS,5
1918,ADRIAN,5
1918,AGOSTINO,5
1918,ALAN,29
1918,ALBERT,482
1918,ALCIDE,11
1918,ALDO,6
1918,ALEC,5
1918,ALEX,22
1918,ALEXANDER,209
1918,ALFRED,232
1918,ALLAN,127
1918,ALLEN,72
1918,ALONZO,8
1918,ALPHONSE,20
1918,ALTON,8
1918,ALVA,7
1918,ALVIN,57
1918,AMBROSE,16
1918,AMOS,10
1918,ANDREW,94
1918,ANGELO,12
1918,ANGUS,31
1918,ANSON,5
1918,ANTHONY,46
1918,ANTOINE,7
1918,ANTONIO,29
1918,ARCHIBALD,52
1918,ARCHIE,28
1918,ARMAND,22
1918,ARNOLD,76
1918,ARTHUR,480
1918,ATHOL,5
1918,AUBREY,14
1918,AUDREY,6
1918,AUGUST,5
1918,AUGUSTINE,6
1918,AURELE,6
1918,AUSTIN,25
1918,BASIL,29
1918,BEN,6
1918,BENJAMIN,56
1918,BERNARD,91
1918,BERT,21
1918,BERTIE,5
1918,BERTON,5
1918,BERTRAM,18
1918,BEVERLEY,12
1918,BEVERLY,11
1918,BILL,5
1918,BILLIE,5
1918,BILLY,8
1918,BLAKE,7
1918,BOLESLAW,5
1918,BORDEN,6
1918,BRIAN,7
1918,BRUCE,106
1918,BURTON,13
1918,BYRON,7
1918,CALVIN,17
1918,CAMERON,14
1918,CAMPBELL,6
1918,CARL,96
1918,CARLTON,6
1918,CARMAN,15
1918,CARMEN,6
1918,CAROL,5
1918,CARROLL,7
1918,CARSON,10
1918,CECIL,145
1918,CHARLES,822
1918,CHARLIE,23
1918,CHESTER,31
1918,CHRISTOPHER,14
1918,CLARANCE,23
1918,CLARENCE,232
1918,CLARK,6
1918,CLAUD,6
1918,CLAUDE,23
1918,CLAYTON,44
1918,CLEMENT,11
1918,CLIFFORD,205
1918,CLIFTON,9
1918,CLINTON,16
1918,CLYDE,10
1918,COLIN,14
1918,CONRAD,16
1918,CORNELIUS,6
1918,CYRIL,32
1918,DALTON,16
1918,DANIEL,72
1918,DARCY,6
1918,DAVID,294
1918,DELBERT,21
1918,DELMER,9
1918,DENIS,7
1918,DENNIS,16
1918,DESMOND,8
1918,DOMINIC,7
1918,DOMINICO,6
1918,DONALD,534
1918,DOUGALD,5
1918,DOUGLAS,429
1918,DUNCAN,29
1918,DWIGHT,8
1918,EARL,172
1918,EARLE,24
1918,EARNEST,39
1918,EDDIE,7
1918,EDGAR,71
1918,EDMOND,25
1918,EDMUND,29
1918,EDOUARD,5
1918,EDWARD,472
1918,EDWIN,107
1918,EINO,5
1918,ELBERT,5
1918,ELDON,18
1918,ELDRED,5
1918,ELGIN,20
1918,ELI,7
1918,ELIJAH,6
1918,ELLWOOD,6
1918,ELMER,140
1918,ELMO,5
1918,ELTON,6
1918,ELWOOD,20
1918,ELWYN,6
1918,EMANUEL,5
1918,EMERSON,22
1918,EMILE,17
1918,ERIC,63
1918,ERMINIO,5
1918,ERNEST,272
1918,ERNIE,5
1918,ERWIN,7
1918,EUGENE,65
1918,EVAN,9
1918,EVERETT,47
1918,EWART,14
1918,EZRA,5
1918,FELIX,9
1918,FERDINAND,7
1918,FERGUS,5
1918,FERNAND,7
1918,FLOYD,32
1918,FRANCES,18
1918,FRANCESCO,6
1918,FRANCIS,343
1918,FRANCISCO,5
1918,FRANCOIS,7
1918,FRANK,298
1918,FRANKLIN,47
1918,FRASER,8
1918,FRED,78
1918,FREDDIE,5
1918,FREDERIC,17
1918,FREDERICK,410
1918,FREDRICK,67
1918,GARFIELD,15
1918,GARNET,61
1918,GEORGE,1193
1918,GERALD,188
1918,GERARD,29
1918,GILBERT,64
1918,GIOVANNI,8
1918,GLEN,41
1918,GLENN,19
1918,GODFREY,5
1918,GORDAN,5
1918,GORDEN,11
1918,GORDON,552
1918,GRAHAM,14
1918,GRANT,19
1918,GREGORY,7
1918,GRENVILLE,5
1918,GUISEPPE,8
1918,GUY,8
1918,HAROLD,591
1918,HARRIS,11
1918,HARROLD,5
1918,HARRY,370
1918,HARVEY,100
1918,HARVIE,5
1918,HECTOR,33
1918,HENERY,5
1918,HENRI,17
1918,HENRY,256
1918,HERBERT,239
1918,HERMAN,27
1918,HILLIARD,7
1918,HIRAM,6
1918,HOMER,9
1918,HORACE,23
1918,HOWARD,242
1918,HUBERT,39
1918,HUGH,123
1918,HYMAN,9
1918,IAN,18
1918,IRA,6
1918,IRVIN,12
1918,IRVINE,9
1918,IRVING,17
1918,IRWIN,18
1918,ISAAC,12
1918,ISIDORE,6
1918,ISRAEL,11
1918,IVAN,63
1918,J,1929
1918,JACK,244
1918,JACKSON,7
1918,JACOB,24
1918,JAMES,1257
1918,JEAN,58
1918,JEREMIAH,5
1918,JEROME,14
1918,JESSE,9
1918,JOE,22
1918,JOEL,5
1918,JOHN,2364
1918,JOSEPH,444
1918,JULIAN,9
1918,JULIUS,6
1918,JUSTIN,6
1918,KARL,19
1918,KEITH,35
1918,KENETH,5
1918,KENNETH,394
1918,LAURENCE,22
1918,LAURENT,17
1918,LAURI,8
1918,LAVERN,7
1918,LAWRENCE,169
1918,LAWSON,5
1918,LENARD,9
1918,LENNARD,5
1918,LEO,106
1918,LEON,20
1918,LEONARD,172
1918,LEOPOLD,9
1918,LEROY,13
1918,LESLIE,101
1918,LESTER,12
1918,LEVI,5
1918,LEWIS,43
1918,LIONEL,25
1918,LLOYD,362
1918,LORENZO,6
1918,LORNE,116
1918,LOUIS,119
1918,LOYD,36
1918,LUCIEN,30
1918,LUIGI,10
1918,LYLE,23
1918,M,26
1918,MAC,5
1918,MALCOLM,33
1918,MARCEL,6
1918,MARGARET,5
1918,MARIAN,5
1918,MARIO,5
1918,MARION,5
1918,MARK,17
1918,MARSHALL,19
1918,MARTIN,35
1918,MARVIN,9
1918,MATHEW,5
1918,MATTHEW,17
1918,MAURICE,70
1918,MAX,37
1918,MAXWELL,16
1918,MAYNARD,5
1918,MELVILLE,51
1918,MELVIN,54
1918,MEREDITH,5
1918,MERLE,5
1918,MERVIN,28
1918,MERVYN,13
1918,MICHAEL,147
1918,MICHEAL,5
1918,MICHEL,7
1918,MIKE,26
1918,MILTON,56
1918,MOISE,6
1918,MORGAN,9
1918,MORLEY,32
1918,MORRIS,63
1918,MORTIMER,5
1918,MOSES,13
1918,MURRAY,105
1918,MURRY,9
1918,MYER,5
1918,MYRON,6
1918,NAPOLEON,10
1918,NATHAN,9
1918,NATHANIEL,5
1918,NEIL,29
1918,NELSON,53
1918,NICHOLAS,28
1918,NICK,19
1918,NOEL,13
1918,NORMAN,356
1918,NORVAL,6
1918,NYKOLA,5
1918,OIVA,5
1918,OLIVER,30
1918,OMER,18
1918,ORLAND,6
1918,ORLANDO,8
1918,ORLEY,6
1918,ORVAL,23
1918,ORVILLE,28
1918,OSCAR,45
1918,OSWALD,7
1918,OTTO,6
1918,OVILA,6
1918,OWEN,12
1918,PASQUALE,9
1918,PATRICK,97
1918,PAUL,120
1918,PERCIVAL,18
1918,PERCY,87
1918,PERRY,5
1918,PETE,11
1918,PETER,144
1918,PETRO,7
1918,PHILIP,67
1918,PHILIPPE,7
1918,PHILLIP,18
1918,PIERRE,15
1918,RAE,5
1918,RALPH,136
1918,RANDOLPH,6
1918,RAOUL,8
1918,RAY,34
1918,RAYMOND,187
1918,REGINALD,96
1918,REINO,6
1918,RENE,27
1918,REUBEN,18
1918,RICHARD,207
1918,ROBERT,1006
1918,ROCCO,5
1918,RODERICK,17
1918,RODNEY,5
1918,ROGER,20
1918,ROLAND,41
1918,ROLLAND,8
1918,ROMEO,15
1918,RONALD,115
1918,ROSCOE,6
1918,ROSS,116
1918,ROY,268
1918,ROYAL,7
1918,RUDOLPH,8
1918,RUPERT,7
1918,RUSSEL,40
1918,RUSSELL,181
1918,SALVATORE,7
1918,SAM,13
1918,SAMUEL,151
1918,SANFORD,5
1918,SAUL,5
1918,SEYMOUR,5
1918,SHIRLEY,5
1918,SIDNEY,67
1918,SIMON,17
1918,SOLOMON,13
1918,STANLEY,277
1918,STEPHAN,5
1918,STEPHEN,42
1918,STEVE,22
1918,STEVEN,10
1918,STEWART,56
1918,STUART,36
1918,SYDNEY,42
1918,SYLVESTER,9
1918,TAUNO,7
1918,TEDDY,8
1918,TERENCE,7
1918,THEODORE,29
1918,THOMAS,629
1918,TIMOTHY,5
1918,TOIVO,5
1918,TOM,5
1918,TOMAS,5
1918,TONY,12
1918,UMBERTO,6
1918,VERDUN,11
1918,VERNON,78
1918,VICTOR,210
1918,VICTORY,5
1918,VINCENT,73
1918,VINCENZO,10
1918,WALLACE,48
1918,WALTER,356
1918,WARD,7
1918,WARREN,17
1918,WASYL,6
1918,WELDON,7
1918,WELLINGTON,6
1918,WENDELL,5
1918,WESLEY,46
1918,WILBER,5
1918,WILBERT,74
1918,WILBUR,12
1918,WILFORD,8
1918,WILFRED,187
1918,WILFRID,47
1918,WILHO,7
1918,WILLARD,25
1918,WILLIAM,2208
1918,WILLIE,15
1918,WILLIS,11
1918,WILMER,9
1918,WILMOT,8
1918,WILSON,13
1918,WINSTON,6
1918,WLFRED,5
1918,WLLIAM,7
1918,WOODROW,20
1919,AARON,8
1919,ABRAHAM,24
1919,ADELARD,13
1919,ADOLPH,6
1919,ADRIAN,6
1919,AIME,6
1919,ALAN,37
1919,ALBERT,468
1919,ALBERTO,6
1919,ALCIDE,8
1919,ALDO,6
1919,ALEC,5
1919,ALEX,24
1919,ALEXANDER,166
1919,ALFRED,213
1919,ALFREDO,7
1919,ALLAN,147
1919,ALLEN,62
1919,ALMER,7
1919,ALPHONSE,16
1919,ALVIN,76
1919,ALWYN,6
1919,AMBROSE,13
1919,AMOS,12
1919,ANDREW,95
1919,ANGELO,6
1919,ANGUS,46
1919,ANTHONY,38
1919,ANTONIO,21
1919,ARCHIBALD,39
1919,ARCHIE,37
1919,ARMAND,26
1919,ARNOLD,71
1919,ARTHUR,549
1919,ARVO,5
1919,AUBREY,9
1919,AUGUST,6
1919,AURELE,7
1919,AUSTIN,26
1919,BASIL,20
1919,BEN,6
1919,BENEDICT,9
1919,BENJAMIN,33
1919,BENNIE,8
1919,BERNARD,86
1919,BERT,22
1919,BERTRAM,25
1919,BEVERLEY,5
1919,BEVERLY,8
1919,BILLIE,6
1919,BILLY,5
1919,BLAKE,9
1919,BOYD,5
1919,BRUCE,128
1919,BRUNO,13
1919,BURTON,14
1919,BYRON,7
1919,CALVIN,16
1919,CAMERON,13
1919,CARL,95
1919,CARMAN,14
1919,CARMEN,9
1919,CARSON,7
1919,CECIL,136
1919,CHARLES,729
1919,CHARLIE,22
1919,CHESTER,25
1919,CHRISTOPHER,18
1919,CLAIR,7
1919,CLAIRE,6
1919,CLARANCE,10
1919,CLARE,11
1919,CLARENCE,214
1919,CLAUDE,28
1919,CLAYTON,56
1919,CLEMENT,12
1919,CLIFFORD,182
1919,CLIFTON,10
1919,CLINTON,8
1919,CLYDE,9
1919,COLIN,15
1919,CORNELIUS,5
1919,CURTIS,5
1919,CYRIL,33
1919,DALTON,16
1919,DAN,6
1919,DANIEL,87
1919,DAVID,298
1919,DELBERT,32
1919,DELMAR,5
1919,DELMER,8
1919,DENIS,5
1919,DENNIS,22
1919,DESMOND,5
1919,DNALD,5
1919,DOMENICO,8
1919,DOMINIC,13
1919,DON,6
1919,DONALD,572
1919,DONAT,9
1919,DOUGLAS,361
1919,DOUGLASS,5
1919,DUNCAN,37
1919,EARL,214
1919,EARLE,24
1919,EARNEST,36
1919,EDGAR,74
1919,EDMOND,20
1919,EDMUND,27
1919,EDWARD,499
1919,EDWIN,96
1919,ELDEN,5
1919,ELDON,21
1919,ELGIN,16
1919,ELI,7
1919,ELIE,6
1919,ELLIS,9
1919,ELLWOOD,5
1919,ELMER,94
1919,ELMORE,8
1919,ELVIN,10
1919,ELWOOD,23
1919,EMERSON,19
1919,EMIL,8
1919,EMILE,16
1919,EMMETT,5
1919,EORGE,9
1919,ERIC,63
1919,ERNEST,268
1919,ERROL,6
1919,ERVIN,7
1919,ERWIN,10
1919,EUGENE,54
1919,EVAN,7
1919,EVERETT,26
1919,EWART,6
1919,FELIX,14
1919,FERDINAND,9
1919,FERNAND,6
1919,FLOYD,37
1919,FORD,5
1919,FRANCES,14
1919,FRANCESCO,6
1919,FRANCIS,319
1919,FRANCOIS,12
1919,FRANK,298
1919,FRANKLIN,44
1919,FRASER,6
1919,FRED,58
1919,FREDDIE,7
1919,FREDERIC,15
1919,FREDERICK,361
1919,FREDRICK,71
1919,GABRIEL,5
1919,GARFIELD,13
1919,GARNET,54
1919,GEOFFREY,9
1919,GEORGE,1107
1919,GERALD,184
1919,GERARD,24
1919,GILBERT,49
1919,GIOVANNI,8
1919,GLEN,36
1919,GLENDON,5
1919,GLENN,16
1919,GODFREY,5
1919,GORDEN,12
1919,GORDON,559
1919,GRAHAM,10
1919,GRANT,27
1919,GREGORY,9
1919,GRENVILLE,6
1919,GUIDO,5
1919,GUISEPPE,10
1919,GUY,14
1919,HAMILTON,5
1919,HARLEY,8
1919,HAROLD,599
1919,HARRISON,7
1919,HARRY,304
1919,HARVEY,102
1919,HARVIE,5
1919,HECTOR,24
1919,HENRI,19
1919,HENRY,214
1919,HERBERT,208
1919,HERMAN,28
1919,HILTON,9
1919,HOMER,8
1919,HORACE,29
1919,HOWARD,229
1919,HUBERT,32
1919,HUGH,122
1919,HUGHIE,6
1919,IAN,18
1919,IRA,10
1919,IRVIN,11
1919,IRVINE,5
1919,IRVING,8
1919,IRWIN,13
1919,ISAAC,21
1919,ISIDORE,8
1919,ISRAEL,10
1919,IVAN,53
1919,J,1858
1919,JACK,283
1919,JACKIE,5
1919,JACKSON,7
1919,JACOB,26
1919,JAKE,5
1919,JAMES,1272
1919,JEAN,79
1919,JEROME,20
1919,JESSE,10
1919,JIM,6
1919,JOE,15
1919,JOHN,2407
1919,JOSEPH,400
1919,JOSEPHAT,8
1919,JULIEN,6
1919,KARL,20
1919,KEITH,50
1919,KENETH,7
1919,KENNETH,406
1919,LAURENCE,19
1919,LAURENT,13
1919,LAURIER,5
1919,LAVERNE,6
1919,LAWRENCE,160
1919,LENARD,10
1919,LEO,104
1919,LEON,18
1919,LEONARD,191
1919,LEOPOLD,12
1919,LEROY,11
1919,LESLIE,91
1919,LESTER,18
1919,LEWIS,47
1919,LINDSAY,5
1919,LIONEL,33
1919,LLOYD,365
1919,LORNE,105
1919,LOUIS,120
1919,LOYD,38
1919,LOYDE,8
1919,LUCIEN,31
1919,LUIGI,5
1919,LYLE,25
1919,LYMAN,6
1919,M,11
1919,MACK,9
1919,MALCOLM,39
1919,MARCEL,13
1919,MARCUS,6
1919,MARGARET,7
1919,MARIE,5
1919,MARIO,9
1919,MARK,5
1919,MARSHALL,8
1919,MARTIN,46
1919,MARVIN,10
1919,MATTHEW,7
1919,MAURICE,78
1919,MAX,45
1919,MAXWELL,17
1919,MELVILLE,37
1919,MELVIN,64
1919,MERLE,5
1919,MERRILL,6
1919,MERVIN,17
1919,MERVYN,11
1919,MICHAEL,128
1919,MICHEAL,6
1919,MIKE,31
1919,MILES,5
1919,MILTON,45
1919,MOISE,6
1919,MORGAN,11
1919,MORLEY,29
1919,MORRIS,41
1919,MURRAY,112
1919,MURRY,7
1919,NAPOLEON,11
1919,NATHAN,11
1919,NEIL,30
1919,NELSON,34
1919,NEWTON,7
1919,NICHOLAS,26
1919,NICK,8
1919,NICKOLAS,5
1919,NICOLA,6
1919,NOBLE,6
1919,NOEL,6
1919,NORMA,5
1919,NORMAN,361
1919,NORRIS,6
1919,OLIVER,27
1919,OMAR,5
1919,OMER,13
1919,ORLAND,11
1919,ORLANDO,8
1919,ORMAND,6
1919,ORMOND,5
1919,ORVAL,25
1919,ORVIL,6
1919,ORVILLE,30
1919,OSCAR,48
1919,OSWALD,8
1919,OTTO,12
1919,OVILA,7
1919,OWEN,7
1919,PASQUALE,7
1919,PATRICK,84
1919,PAUL,123
1919,PERCIVAL,13
1919,PERCY,77
1919,PETE,5
1919,PETER,150
1919,PHILIP,56
1919,PHILIPPE,9
1919,PHILLIP,19
1919,PIERRE,7
1919,PIETRO,5
1919,RALPH,159
1919,RANDOLPH,6
1919,RAY,25
1919,RAYMOND,161
1919,REAL,7
1919,REGINALD,103
1919,REINO,10
1919,RENE,24
1919,REUBEN,12
1919,REX,9
1919,RICHARD,202
1919,ROBERT,1062
1919,RODERICK,8
1919,RODNEY,7
1919,RODOLPHE,7
1919,ROGER,35
1919,ROLAND,35
1919,ROLLAND,14
1919,ROMEO,20
1919,RONALD,128
1919,ROSARIO,7
1919,ROSS,127
1919,ROWLAND,5
1919,ROY,254
1919,ROYAL,9
1919,RUPERT,5
1919,RUSSEL,53
1919,RUSSELL,125
1919,SALVATORE,10
1919,SAM,19
1919,SAMUEL,120
1919,SAUEL,5
1919,SHERMAN,6
1919,SHIRLEY,5
1919,SIDNEY,64
1919,SIMON,13
1919,SOLOMON,9
1919,STANISLAW,5
1919,STANLEY,233
1919,STEPHEN,43
1919,STERLING,5
1919,STEVE,14
1919,STEVEN,6
1919,STEWART,55
1919,STUART,45
1919,SYDNEY,46
1919,SYLVESTER,7
1919,SYLVIO,6
1919,TEDDY,5
1919,THEODORE,39
1919,THOMAS,636
1919,TIMOTHY,11
1919,TOM,7
1919,TONY,10
1919,VERNE,5
1919,VERNER,5
1919,VERNON,64
1919,VICTOR,182
1919,VINCENT,61
1919,VITO,6
1919,WALLACE,53
1919,WALTER,360
1919,WARD,8
1919,WARREN,18
1919,WELLINGTON,12
1919,WERNER,5
1919,WESLEY,41
1919,WILBERT,67
1919,WILBUR,12
1919,WILFORD,10
1919,WILFRED,205
1919,WILFRID,68
1919,WILLARD,33
1919,WILLIAM,2150
1919,WILLIE,14
1919,WILLIS,17
1919,WILMER,10
1919,WILSON,25
1919,WINSTON,10
1919,WLADYSLAW,5
1919,WLLIAM,9
1919,WOODROW,5
1919,WRAY,5
1920,AARON,6
1920,ABRAHAM,26
1920,ABRAM,6
1920,ADAM,12
1920,ADELARD,10
1920,ADRIAN,5
1920,ALAN,54
1920,ALBERT,502
1920,ALCIDE,5
1920,ALDEN,8
1920,ALEC,5
1920,ALEX,28
1920,ALEXANDER,236
1920,ALFRED,260
1920,ALLAN,149
1920,ALLEN,83
1920,ALMER,5
1920,ALPHONSE,14
1920,ALTON,5
1920,ALVIN,78
1920,AMBROSE,18
1920,AMOS,7
1920,ANDREW,93
1920,ANGELO,11
1920,ANGUS,32
1920,ANTHONY,41
1920,ANTOINE,7
1920,ANTONIO,17
1920,ANTONY,5
1920,ARCHIBALD,47
1920,ARCHIE,45
1920,ARMAND,17
1920,ARNOLD,90
1920,ARTHUR,569
1920,AUBREY,28
1920,AUGUST,8
1920,AUSTIN,20
1920,BARRY,11
1920,BASIL,26
1920,BENJAMIN,41
